Sentence ID,type,CUI,Preferred name,Semantic Type,Text,Confidence Score,First char pos,Last char pos
9,entity,C0034571,roentgenographic,ftcn,#NAME?,901,1196,1200
1,entity,C1511726,Data,idcn,data,827,6,10
1,entity,C0011900,Diagnosis,diap,DIAGNOSIS,1000,40,49
1,entity,C0012634,Disease,dsyn,Conditions,966,52,62
1,entity,C3714514,Infection,patf,Infections,1000,65,75
1,entity,C0009566,Complication,patf,Complications,1000,78,91
1,entity,C1705822,Transfer Technique,ftcn,delivered,888,135,144
1,entity,C0038895,Surgical aspects,ftcn,OPERATIONS,888,145,155
1,entity,C0025664,Methods aspects,ftcn,PROCEDURES,1000,160,170
1,entity,C0002903,Anesthesia procedures,topp,Anesthesia,888,181,191
1,entity,C0027627,Neoplasm Metastasis,neop,Secondary,660,203,212
1,entity,C0205091,Left,spco,left,888,230,234
1,entity,C0205094,Anterior,spco,fore,888,235,239
1,entity,C0184661,Interventional procedure,topp,intervention,1000,274,286
2,entity,C0030705,Patients,podg,patient,1000,293,300
2,entity,C0011900,Diagnosis,diap,diagnosis,1000,351,360
2,entity,C0030193,Pain,sosy,pain,1000,377,381
3,entity,C0030705,Patients,podg,patient,1000,388,395
3,entity,C0205091,Left,spco,left,694,414,418
3,entity,C0441998,Left anterior,spco,left anterior,708,437,450
3,entity,C0205091,Left,spco,left,888,485,489
3,entity,C0205090,Right,spco,right,888,490,495
3,entity,C0000726,Abdomen,blor,abdomen,1000,500,507
4,entity,C0030705,Patients,podg,patient,1000,514,521
6,entity,C0030705,Patients,podg,patient,1000,568,575
6,entity,C0030705,Patients,podg,patient,1000,599,606
6,entity,C0205090,Right,spco,right,623,631,636
6,entity,C0021853,Intestines,bpoc,bowel,623,637,642
6,entity,C0004916,Beds,mnob,bed,1000,667,670
7,entity,C0549178,Continuous,idcn,continued,1000,702,711
7,entity,C0817096,Chest,blor,chest,1000,722,727
7,entity,C0030193,Pain,sosy,pain,1000,731,735
8,entity,C0019994,Hospitals,"hcro,mnob",hospital,1000,785,793
8,entity,C4321457,Examination,acty,examination,861,836,847
8,entity,C0332149,Possible,fndg,possible,1000,877,885
9,entity,C0030705,Patients,podg,patient,1000,892,899
9,entity,C0030705,Patients,podg,patient,1000,934,941
9,entity,C0024109,Lung,bpoc,pulmonary,790,954,963
9,entity,C2926602,"Discharge, body substance",bdsu,discharge,790,964,973
9,entity,C0549177,Large,qnco,large,1000,995,1000
9,entity,C0031831,Physicians,prog,doctor,1000,1006,1012
9,entity,C0007144,Cardia of stomach,blor,cardial,754,1027,1034
9,entity,C0237881,Statistical Significance,qnco,significant,754,1035,1046
9,entity,C4050466,Borg Category-Ratio 10 Perceived Exertion Score 5,inpr,severe,1000,1051,1057
9,entity,C1282927,Shortened,qlco,shortness,928,1063,1072
9,entity,C0034606,Radionuclide Imaging,diap,scan,861,1084,1088
10,entity,C0030705,Patients,podg,patient,1000,1115,1122
10,entity,C0030705,Patients,podg,patient,1000,1146,1153
10,entity,C0681211,wedding,evnt,Wed,888,1170,1173
10,entity,C0032821,Potassium,"bacs,elii,phsu",potassium,888,1174,1183
1,entity,C1511726,Data,idcn,data,827,6,10
1,entity,C0011900,Diagnosis,diap,DIAGNOSIS,1000,40,49
1,entity,C0012634,Disease,dsyn,Conditions,966,52,62
1,entity,C3714514,Infection,patf,Infections,1000,65,75
1,entity,C0009566,Complication,patf,Complications,1000,78,91
1,entity,C1705822,Transfer Technique,ftcn,delivered,888,135,144
1,entity,C0038895,Surgical aspects,ftcn,OPERATIONS,888,145,155
1,entity,C0025664,Methods aspects,ftcn,PROCEDURES,1000,160,170
1,entity,C0002903,Anesthesia procedures,topp,Anesthesia,888,181,191
1,entity,C0027627,Neoplasm Metastasis,neop,Secondary,764,203,212
1,entity,C0020517,Hypersensitivity,patf,ALLERGIES,764,223,232
1,entity,C0030705,Patients,podg,patient,888,239,246
1,entity,C0016452,Food,food,food,888,247,251
2,entity,C0005889,Body Fluids,bdsu,fluid,888,322,327
2,entity,C0018935,Hematocrit procedure,lbpr,hematocrit,888,328,338
2,entity,C0032854,Poverty,grpa,poor,1000,343,347
2,entity,C3817553,100%,qnco,100,861,417,420
4,entity,C0040905,Trichloroethylene,"orch,phsu",TCE,734,502,505
4,entity,C0337800,Danes,popg,DaNE,734,524,528
4,entity,C0451119,Diagnostic interview schedule,inpr,DIS,824,531,534
4,entity,C2361123,Discharge date,tmco,DISCHARGE DATE,824,545,559
4,entity,C0558287,Alternate days,tmco,qod,1000,606,609
4,entity,C0205090,Right,spco,Right,694,617,622
5,entity,C0679006,Decision,menp,Call,888,633,637
5,entity,C0332835,Transplanted tissue,tisu,grafts,888,638,644
6,entity,C0030605,Activated Partial Thromboplastin Time measurement,lbpr,PTT,827,713,716
9,entity,C0746922,Anatomic Node,bpoc,nodes,1000,784,789
9,entity,C3816748,600,qnco,600,1000,866,869
9,entity,C0205042,Coronary artery,bpoc,coronary artery,618,881,896
9,entity,C0000726,Abdomen,blor,abd,618,909,912
9,entity,C0205449,Three,qnco,three,1000,924,929
9,entity,C3842589,20%,qnco,20,660,933,935
10,entity,C0030705,Patients,podg,patient,1000,954,961
12,entity,C0450387,68,inpr,68,827,1026,1028
13,entity,C0035253,Rest,dora,REST,1000,1034,1038
16,entity,C0457385,seconds,tmco,second,1000,1130,1136
16,entity,C0332170,Morning,tmco,morning,1000,1206,1213
1,entity,C1511726,Data,idcn,data,827,6,10
1,entity,C0011900,Diagnosis,diap,DIAGNOSIS,1000,40,49
1,entity,C0012634,Disease,dsyn,Conditions,966,52,62
1,entity,C3714514,Infection,patf,Infections,1000,65,75
1,entity,C0009566,Complication,patf,Complications,1000,78,91
1,entity,C1705822,Transfer Technique,ftcn,delivered,888,135,144
1,entity,C0038895,Surgical aspects,ftcn,OPERATIONS,888,145,155
1,entity,C0025664,Methods aspects,ftcn,PROCEDURES,1000,160,170
1,entity,C0002903,Anesthesia procedures,topp,Anesthesia,888,181,191
1,entity,C0027627,Neoplasm Metastasis,neop,Secondary,660,203,212
1,entity,C4288581,Notable,qlco,noted,575,251,256
1,entity,C0332254,Supple,ftcn,supple,575,263,269
1,entity,C0439064,Numerous,qnco,multiple,629,305,313
1,entity,C2603343,Study,resa,study,861,364,369
2,entity,C0205170,Good,qlco,well,660,460,464
4,entity,C0679006,Decision,menp,Call,694,484,488
4,entity,C2926602,"Discharge, body substance",bdsu,discharge,1000,513,522
4,entity,C0019994,Hospitals,"hcro,mnob",hospital,562,527,535
5,entity,C0237881,Statistical Significance,qnco,Significant,635,586,597
5,entity,C0205170,Good,qlco,well,635,603,607
5,entity,C0302595,Skin tanning,inbe,TAN,660,611,614
5,entity,C1512018,Doctor of Medicine,inpr,M.D,1000,631,634
7,entity,C4517445,0.28,qnco,0/22/28,697,715,722
7,entity,C0022742,Knee,bpoc,knee,812,760,764
8,entity,C1413574,COL14A1 gene,gngm,und,779,771,774
8,entity,C0019994,Hospitals,"hcro,mnob",HOSPITAL,779,826,834
9,entity,C0018787,Heart,bpoc,Cardiac,1000,854,861
9,entity,C0220913,Manufactured sign,mnob,signs,812,918,923
9,entity,C3840857,8000,qnco,8000,694,951,955
10,entity,C0750480,Count,qnco,count,861,1001,1006
10,entity,C0205448,Two,qnco,two,694,1011,1014
10,entity,C0205265,Initially,tmco,initially,694,1030,1039
10,entity,C4517900,900,qnco,900,623,1054,1057
10,entity,C0439228,day,tmco,Days,736,1114,1118
10,entity,C3816746,400,qnco,400,736,1119,1122
10,entity,C0439210,milligram,qnco,milligrams,736,1123,1133
11,entity,C4068742,1.8,qnco,1.6.8,612,1190,1195
11,entity,C0387288,Verteporfin,"orch,phsu",verting,612,1196,1203
1,entity,C1511726,Data,idcn,data,827,6,10
1,entity,C0392464,Ventricular aneurysm,dsyn,ventricular aneurysm,901,18,38
2,entity,C0018787,Heart,bpoc,cardiac,694,67,74
3,entity,C1512806,Intake,ftcn,intake,888,114,120
4,entity,C0205341,Repeat,ftcn,repeated,888,130,138
4,entity,C0741605,bout,tmco,bouts,888,139,144
4,entity,C0700321,Small,qnco,small,851,148,153
4,entity,C0449468,Volume,qnco,volume,851,154,160
4,entity,C0042963,Vomiting,sosy,emesis,851,161,167
4,entity,C0027627,Neoplasm Metastasis,neop,secondary,1000,187,196
4,entity,C0232483,Reflux,patf,reflux,1000,200,206
5,entity,C0205091,Left,spco,left,1000,247,251
5,entity,C0030705,Patients,podg,patient,1000,259,266
5,entity,C0030705,Patients,podg,patient,1000,302,309
5,entity,C1705598,SKAP2 wt Allele,gngm,Saps,1000,330,334
5,entity,C1280477,Progress,ftcn,progress,1000,354,362
6,entity,C0030705,Patients,podg,patient,1000,388,395
6,entity,C1280477,Progress,ftcn,progress,1000,427,435
7,entity,C0441998,Left anterior,spco,left anterior,901,507,520
7,entity,C0011900,Diagnosis,diap,diagnosis,901,521,530
7,entity,C0030705,Patients,podg,patient,1000,538,545
7,entity,C0441998,Left anterior,spco,left anterior,901,605,618
7,entity,C0011900,Diagnosis,diap,diagnosis,901,619,628
8,entity,C1280477,Progress,ftcn,progress,1000,686,694
9,entity,C0009450,Communicable Diseases,dsyn,Infectious,928,720,730
9,entity,C2587213,Control function,ftcn,controlled,1000,752,762
9,entity,C0030705,Patients,podg,patient,1000,771,778
9,entity,C1705598,SKAP2 wt Allele,gngm,Saps,1000,799,803
9,entity,C0457453,On admission,tmco,on admission,1000,816,828
9,entity,C1280477,Progress,ftcn,progress,1000,871,879
10,entity,C0009450,Communicable Diseases,dsyn,Infectious,928,905,915
10,entity,C0030705,Patients,podg,patient,1000,941,948
10,entity,C0030705,Patients,podg,patient,1000,984,991
10,entity,C0332254,Supple,ftcn,supple,1000,1023,1029
11,entity,C0030705,Patients,podg,patient,1000,1070,1077
11,entity,C0030705,Patients,podg,patient,1000,1098,1105
11,entity,C0457453,On admission,tmco,on admission,1000,1145,1157
12,entity,C0030705,Patients,podg,patient,1000,1164,1171
12,entity,C0030705,Patients,podg,patient,694,1207,1214
1,entity,C1511726,Data,idcn,data,827,6,10
1,entity,C0392464,Ventricular aneurysm,dsyn,ventricular aneurysm,901,18,38
2,entity,C0018787,Heart,bpoc,cardiac,694,67,74
3,entity,C1512806,Intake,ftcn,intake,888,114,120
4,entity,C0205341,Repeat,ftcn,repeated,888,130,138
4,entity,C0741605,bout,tmco,bouts,888,139,144
4,entity,C0700321,Small,qnco,small,851,148,153
4,entity,C0449468,Volume,qnco,volume,851,154,160
4,entity,C0042963,Vomiting,sosy,emesis,851,161,167
4,entity,C0027627,Neoplasm Metastasis,neop,secondary,1000,187,196
4,entity,C0232483,Reflux,patf,reflux,1000,200,206
5,entity,C0205183,Benign,qlco,benign,1000,233,239
6,entity,C0205219,Diffuse,spco,diffuse,1000,279,286
6,entity,C3242339,operate,ftcn,operating,872,294,303
6,entity,C0013103,Drainage procedure,topp,drain,872,304,309
6,entity,C1704729,Department,orgt,Department,888,340,350
6,entity,C0750729,Course,tmco,course,1000,364,370
6,entity,C0205091,Left,spco,left,802,396,400
6,entity,C0184661,Interventional procedure,topp,procedure,802,409,418
6,entity,C0030705,Patients,podg,patient,1000,458,465
6,entity,C0009450,Communicable Diseases,dsyn,Infectious,928,486,496
6,entity,C0205091,Left,spco,left,694,562,566
6,entity,C0817096,Chest,blor,chest,623,581,586
6,entity,C0005767,Blood,bdsu,blood,623,587,592
6,entity,C0457453,On admission,tmco,on admission,1000,613,625
6,entity,C0205091,Left,spco,left,1000,637,641
6,entity,C0521346,respiratory,ftcn,respiratory,1000,656,667
6,entity,C0332254,Supple,ftcn,supple,694,687,693
7,entity,C0039231,Tachycardia,fndg,tachycardia,762,756,767
8,entity,C0034052,Pulmonary artery structure,bpoc,pulmonary artery,734,779,795
8,entity,C2945599,Mild (qualifier value),qlco,slight,1000,809,815
8,entity,C0582103,Medical Examination,hlca,exam,861,835,839
8,entity,C0205054,Hepatic,blor,hepatic,694,848,855
8,entity,C0019664,History,ocdi,HISTORY,861,916,923
8,entity,C0205177,Active,qlco,Active,1000,926,932
8,entity,C0205485,Physical,ftcn,physical,694,944,952
8,entity,C0033095,Pressure- physical agent,phpr,pressure,1000,962,970
8,entity,C0030705,Patients,podg,patient,1000,977,984
8,entity,C4050466,Borg Category-Ratio 10 Perceived Exertion Score 5,inpr,severe,888,991,997
8,entity,C0033095,Pressure- physical agent,phpr,pressure,888,998,1006
10,entity,C0030705,Patients,podg,patient,1000,1016,1023
10,entity,C0205091,Left,spco,left,861,1051,1055
10,entity,C0441998,Left anterior,spco,left anterior,901,1063,1076
10,entity,C0012155,Diet,food,diet,901,1077,1081
11,entity,C0013798,Electrocardiogram,fndg,electrocardiogram,1000,1136,1153
11,entity,C0030705,Patients,podg,patient,1000,1174,1181
1,entity,C1511726,Data,idcn,data,827,6,10
1,entity,C0392464,Ventricular aneurysm,dsyn,ventricular aneurysm,901,18,38
2,entity,C0018787,Heart,bpoc,cardiac,694,67,74
3,entity,C1512806,Intake,ftcn,intake,888,114,120
4,entity,C0205341,Repeat,ftcn,repeated,888,130,138
4,entity,C0741605,bout,tmco,bouts,888,139,144
4,entity,C0700321,Small,qnco,small,851,148,153
4,entity,C0449468,Volume,qnco,volume,851,154,160
4,entity,C0042963,Vomiting,sosy,emesis,851,161,167
4,entity,C0027627,Neoplasm Metastasis,neop,secondary,1000,187,196
4,entity,C0232483,Reflux,patf,reflux,1000,200,206
5,entity,C1170075,Avage,"orch,phsu",avage,694,216,221
5,entity,C0043227,Work,ocac,worked,861,272,278
5,entity,C0019994,Hospitals,"hcro,mnob",hospital,1000,312,320
5,entity,C2675556,"ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED, SUSCEPTIBILITY TO, 3",fndg,ane,632,362,365
5,entity,C0006318,Bruit,fndg,bruits,1000,411,417
6,entity,C0950585,Promin,"orch,phsu",promin,861,436,442
6,entity,C1519246,Send (transmission),ftcn,sent,1000,471,475
6,entity,C0205485,Physical,ftcn,PHYSICAL,660,487,495
6,entity,C0205307,Normal,qlco,normal,660,529,535
7,entity,C0205160,Negative,fndg,negative,827,580,588
7,entity,C0587081,Laboratory test finding,lbtr,labs,1000,613,617
8,entity,C0205091,Left,spco,left,623,632,636
8,entity,C0205090,Right,spco,right,623,637,642
8,entity,C1882154,Operative,tmco,operative,799,669,678
8,entity,C0582103,Medical Examination,hlca,exam,1000,702,706
8,entity,C0750480,Count,qnco,count,1000,711,716
9,entity,C0205091,Left,spco,left,660,748,752
9,entity,C0024109,Lung,bpoc,lungs,694,769,774
9,entity,C0205170,Good,qlco,well,888,830,834
9,entity,C0349707,Aspiration-action,topp,aspiration,888,835,845
9,entity,C0439148,Unit,qnco,unit,827,853,857
10,entity,C0332459,Compressed structure,ftcn,compression,861,882,893
10,entity,C1280903,Exploration procedure,topp,exploration,861,908,919
11,entity,C4284302,EHD1 wt Allele,gngm,PAST,745,964,968
11,entity,C0018787,Heart,bpoc,cardiac,745,985,992
11,entity,C0439148,Unit,qnco,unit,745,1014,1018
12,entity,C3714536,Social History,fndg,SOCIAL HISTORY,734,1021,1035
12,entity,C1512018,Doctor of Medicine,inpr,M.D,1000,1076,1079
13,entity,C0205307,Normal,qlco,NORMAL,608,1081,1087
13,entity,C2926602,"Discharge, body substance",bdsu,DISCHARGE,608,1091,1100
13,entity,C0205309,Known,qlco,known,660,1121,1126
13,entity,C0009566,Complication,patf,complication,1000,1139,1151
13,entity,C1706353,Crack,fndg,crack,575,1162,1167
13,entity,C0205170,Good,qlco,good,575,1178,1182
13,entity,C0442711,Protocols documentation,inpr,protocol,888,1191,1199
1,entity,C1511726,Data,idcn,data,827,6,10
1,entity,C0392464,Ventricular aneurysm,dsyn,ventricular aneurysm,901,18,38
2,entity,C0018787,Heart,bpoc,cardiac,694,67,74
3,entity,C1512806,Intake,ftcn,intake,888,114,120
4,entity,C0205341,Repeat,ftcn,repeated,888,130,138
4,entity,C0741605,bout,tmco,bouts,888,139,144
4,entity,C0700321,Small,qnco,small,851,148,153
4,entity,C0449468,Volume,qnco,volume,851,154,160
4,entity,C0042963,Vomiting,sosy,emesis,851,161,167
4,entity,C0027627,Neoplasm Metastasis,neop,secondary,1000,187,196
4,entity,C0232483,Reflux,patf,reflux,1000,200,206
5,entity,C0205090,Right,spco,right,660,302,307
6,entity,C0332232,Approximate,qlco,approximately,694,396,409
6,entity,C2926602,"Discharge, body substance",bdsu,discharge,1000,438,447
6,entity,C0439157,counts,qnco,counts,1000,455,461
6,entity,C0205170,Good,qlco,good,645,465,469
6,entity,C0205234,Focal,spco,focal,694,539,544
6,entity,C0449913,System,ftcn,system,1000,557,563
8,entity,C0332152,Before,tmco,Pre,694,588,591
8,entity,C2239486,GEN1 gene,gngm,gen,694,611,614
9,entity,C0302828,Instruction [Publication Type],inpr,Instructions,786,659,671
9,entity,C0205090,Right,spco,right,786,683,688
9,entity,C0034044,Puerto Rico,geoa,PRI,572,709,712
9,entity,C0817096,Chest,blor,chest,572,736,741
9,entity,C0549177,Large,qnco,great,1000,760,765
10,entity,C0011900,Diagnosis,diap,Diagnosis,861,772,781
10,entity,C0013227,Pharmaceutical Preparations,phsu,medications,790,803,814
10,entity,C0682323,Partner in relationship,famg,mate,597,834,838
10,entity,C1701901,Conditional,qlco,conditional,583,886,897
10,entity,C0439231,month,tmco,months,861,1020,1026
10,entity,C0225386,Breath,bdsu,breath,660,1044,1050
10,entity,C0004048,Inspiration function,orgf,breathing,549,1072,1081
10,entity,C0018787,Heart,bpoc,cor,1000,1117,1120
10,entity,C0184898,Surgical incisions,topp,incision,861,1146,1154
1,entity,C1511726,Data,idcn,data,827,6,10
1,entity,C1274040,Result,ftcn,Result,861,19,25
1,entity,C0001792,Elderly (population group),popg,Advanced Maternal Age,913,28,49
1,entity,C0221571,Nervous system problem,fndg,Neurologic Problem,1000,52,70
1,entity,C0019664,History,ocdi,history,1000,73,80
1,entity,C1302423,Primary procedure,ftcn,PRINCIPAL PROCEDURE,1000,84,103
1,entity,C0543467,Operative Surgical Procedures,topp,OPERATION,1000,107,116
1,entity,C0042232,Vagina,bpoc,Vaginal,863,138,145
1,entity,C0851254,Spontaneous vertex delivery procedure,topp,Spontaneous Vertex Vaginal Delivery ASSOCIATED PROCEDURES,863,119,176
1,entity,C0038895,Surgical aspects,ftcn,OPERATIONS,1000,180,190
1,entity,C0430022,diagnostic procedure,diap,DIAGNOSTIC PROCEDURES,901,204,225
1,entity,C0030705,Patients,podg,patient,1000,256,263
1,entity,C0231303,Distress,fndg,distress,1000,322,330
2,entity,C0030705,Patients,podg,patient,1000,337,344
2,entity,C0205091,Left,spco,left,851,365,369
2,entity,C0205102,Internal,spco,internal,851,370,378
2,entity,C0439855,Complex,qlco,complex,851,379,386
3,entity,C0030705,Patients,podg,patient,1000,393,400
3,entity,C0019994,Hospitals,"hcro,mnob",hospital,1000,421,429
3,entity,C0205091,Left,spco,left,888,437,441
4,entity,C0040223,Time,tmco,time,1000,476,480
5,entity,C0030705,Patients,podg,patient,1000,487,494
6,entity,C0030705,Patients,podg,patient,1000,510,517
6,entity,C0030705,Patients,podg,patient,1000,539,546
7,entity,C0030705,Patients,podg,patient,1000,562,569
9,entity,C0040223,Time,tmco,time,1000,628,632
10,entity,C0205091,Left,spco,left,1000,658,662
10,entity,C0030193,Pain,sosy,pain,1000,692,696
11,entity,C0030705,Patients,podg,patient,1000,703,710
11,entity,C0205091,Left,spco,left,888,731,735
11,entity,C0018935,Hematocrit procedure,lbpr,hematocrit,888,736,746
11,entity,C0019664,History,ocdi,history,1000,768,775
11,entity,C0817096,Chest,blor,chest,901,810,815
11,entity,C0034571,roentgenographic,ftcn,#NAME?,901,817,821
12,entity,C0030705,Patients,podg,patient,1000,837,844
13,entity,C0030705,Patients,podg,patient,1000,875,882
13,entity,C0205091,Left,spco,left,1000,903,907
13,entity,C0030705,Patients,podg,patient,1000,916,923
13,entity,C0205091,Left,spco,left,1000,944,948
13,entity,C0001962,Ethanol,"orch,phsu",alcohol,1000,953,960
14,entity,C0018792,Heart Atrium,bpoc,atrial,1000,966,972
14,entity,C0030705,Patients,podg,patient,1000,983,990
14,entity,C0205091,Left,spco,left,1000,1011,1015
14,entity,C0522224,Paralysed,fndg,paralysis,1000,1022,1031
15,entity,C0030705,Patients,podg,patient,1000,1038,1045
16,entity,C0030705,Patients,podg,patient,1000,1061,1068
16,entity,C0205091,Left,spco,left,1000,1089,1093
17,entity,C0557854,Services,ocac,service,1000,1153,1160
18,entity,C0030705,Patients,podg,patient,1000,1167,1174
19,entity,C0030705,Patients,podg,patient,1000,1195,1202
19,entity,C0040223,Time,tmco,time,1000,1207,1211
1,entity,C1511726,Data,idcn,data,827,6,10
1,entity,C1274040,Result,ftcn,Result,861,19,25
1,entity,C0001792,Elderly (population group),popg,Advanced Maternal Age,913,28,49
1,entity,C0221571,Nervous system problem,fndg,Neurologic Problem,1000,52,70
1,entity,C0019664,History,ocdi,history,1000,73,80
1,entity,C1302423,Primary procedure,ftcn,PRINCIPAL PROCEDURE,1000,84,103
1,entity,C0543467,Operative Surgical Procedures,topp,OPERATION,1000,107,116
1,entity,C0042232,Vagina,bpoc,Vaginal,863,138,145
1,entity,C0851254,Spontaneous vertex delivery procedure,topp,Spontaneous Vertex Vaginal Delivery ASSOCIATED PROCEDURES,863,119,176
1,entity,C0038895,Surgical aspects,ftcn,OPERATIONS,1000,180,190
1,entity,C0430022,diagnostic procedure,diap,DIAGNOSTIC PROCEDURES,901,204,225
2,entity,C0011900,Diagnosis,diap,DIAGNOSIS,861,246,255
2,entity,C0030705,Patients,podg,patient,1000,262,269
2,entity,C0439234,year,tmco,year,851,278,282
2,entity,C0580836,Old,tmco,old,851,283,286
2,entity,C0030705,Patients,podg,patient,1000,301,308
2,entity,C0040223,Time,tmco,time,1000,313,317
3,entity,C0030705,Patients,podg,patient,1000,324,331
4,entity,C0019664,History,ocdi,history,1000,414,421
4,entity,C0030705,Patients,podg,patient,1000,429,436
4,entity,C0220913,Manufactured sign,mnob,signs,1000,443,448
5,entity,C1517741,Last,qlco,last,1000,472,476
5,entity,C0205307,Normal,qlco,normal,1000,481,487
6,entity,C0040329,Tobacco,"hops,orch",tobacco,1000,503,510
6,entity,C0036690,Septicemia,dsyn,sepsis,1000,518,524
7,entity,C0030705,Patients,podg,patient,1000,531,538
7,entity,C0750729,Course,tmco,course,1000,543,549
7,entity,C0004339,Auscultation,diap,auscultation,1000,566,578
7,entity,C0030705,Patients,podg,patient,1000,601,608
8,entity,C0817096,Chest,blor,chest,901,637,642
8,entity,C0034571,roentgenographic,ftcn,#NAME?,901,644,648
11,entity,C0018670,Head,blor,head,1000,740,744
11,entity,C0439590,Prolonged,tmco,prolongation,928,751,763
11,entity,C0085732,Ability,orga,able,1000,768,772
12,entity,C0030705,Patients,podg,patient,1000,801,808
12,entity,C0332254,Supple,ftcn,supple,1000,813,819
12,entity,C1416936,LUM gene,gngm,lum,1000,842,845
13,entity,C0030705,Patients,podg,patient,1000,864,871
13,entity,C0064658,lard,food,larding,1000,876,883
13,entity,C0009818,Consultation,hlca,consultation,1000,895,907
14,entity,C0030705,Patients,podg,patient,1000,914,921
15,entity,C0591652,Intal,"orch,phsu",intal,861,1008,1013
15,entity,C0205250,High,qlco,elevated,851,1048,1056
15,entity,C1272706,Interval,tmco,interval,851,1057,1065
15,entity,C0019664,History,ocdi,history,851,1066,1073
16,entity,C0030705,Patients,podg,patient,1000,1092,1099
16,entity,C0817096,Chest,blor,chest,1000,1127,1132
16,entity,C0205448,Two,qnco,two,888,1133,1136
16,entity,C0025266,Male population group,popg,Man,888,1137,1140
17,entity,C0030705,Patients,podg,patient,1000,1156,1163
1,entity,C1511726,Data,idcn,data,827,6,10
1,entity,C1274040,Result,ftcn,Result,861,19,25
1,entity,C0001792,Elderly (population group),popg,Advanced Maternal Age,913,28,49
1,entity,C0221571,Nervous system problem,fndg,Neurologic Problem,1000,52,70
1,entity,C0019664,History,ocdi,history,1000,73,80
1,entity,C1302423,Primary procedure,ftcn,PRINCIPAL PROCEDURE,1000,84,103
1,entity,C0543467,Operative Surgical Procedures,topp,OPERATION,1000,107,116
1,entity,C0042232,Vagina,bpoc,Vaginal,863,138,145
1,entity,C0851254,Spontaneous vertex delivery procedure,topp,Spontaneous Vertex Vaginal Delivery ASSOCIATED PROCEDURES,863,119,176
1,entity,C0038895,Surgical aspects,ftcn,OPERATIONS,1000,180,190
1,entity,C0011900,Diagnosis,diap,DIAGNOSTIC,740,204,214
1,entity,C1540274,PRELID3A gene,gngm,PRELI,740,215,220
1,entity,C0006141,Breast,bpoc,BREAST,740,225,231
2,entity,C0019664,History,ocdi,HISTORY,1000,250,257
2,entity,C0150312,Present,fndg,PRESENT,786,261,268
2,entity,C0439234,year,tmco,year,786,283,287
2,entity,C1280477,Progress,ftcn,progress,1000,299,307
2,entity,C0205156,Previous,tmco,previous,1000,357,365
3,entity,C4284302,EHD1 wt Allele,gngm,PAST,694,413,417
5,entity,C0009253,Coitus,orgf,Sex,861,481,484
5,entity,C0449286,Degree or extent,qnco,degrees,713,553,560
5,entity,C3887654,"POLYARTERITIS NODOSA, CHILDHOOD-ONSET",dsyn,pan,888,656,659
6,entity,C0220825,Evaluation,hlca,evaluation,827,717,727
8,entity,C0035203,Respiration,phsf,Respiration,1000,750,761
8,entity,C1539724,SAMD11 gene,gngm,Mr,902,814,816
9,entity,C0205449,Three,qnco,three,861,834,839
9,entity,C1880497,Empty (qualifier),qlco,free,660,847,851
9,entity,C0031082,Periodicals,inpr,serial,746,889,895
9,entity,C0205216,Decreased,qnco,decreased,694,922,931
10,entity,C0598051,vascular bed,bpoc,Blood bed,950,948,957
10,entity,C0030685,Patient Discharge,hlca,discharged,694,994,1004
10,entity,C3811170,MFN2 wt Allele,gngm,HSG,1000,1015,1018
10,entity,C0015967,Fever,sosy,fevers,734,1034,1040
10,entity,C3864418,Complaint:Find:Pt:^Patient:Nom,clna,complaint,734,1047,1056
10,entity,C0025706,Methyl Methanesulfonate,"hops,orch,phsu",mms,734,1061,1064
12,entity,C0030705,Patients,podg,patient,1000,1097,1104
16,entity,C1414244,ECE1 gene,gngm,ECE,660,1193,1196
16,entity,C0019994,Hospitals,"hcro,mnob",hospital,1000,1207,1215
1,entity,C1511726,Data,idcn,data,827,6,10
1,entity,C1274040,Result,ftcn,Result,861,19,25
1,entity,C0001792,Elderly (population group),popg,Advanced Maternal Age,913,28,49
1,entity,C0221571,Nervous system problem,fndg,Neurologic Problem,1000,52,70
1,entity,C0019664,History,ocdi,history,1000,73,80
1,entity,C1302423,Primary procedure,ftcn,PRINCIPAL PROCEDURE,1000,84,103
1,entity,C0543467,Operative Surgical Procedures,topp,OPERATION,1000,107,116
1,entity,C0042232,Vagina,bpoc,Vaginal,863,138,145
1,entity,C0851254,Spontaneous vertex delivery procedure,topp,Spontaneous Vertex Vaginal Delivery ASSOCIATED PROCEDURES,863,119,176
1,entity,C0038895,Surgical aspects,ftcn,OPERATIONS,1000,180,190
1,entity,C0430022,diagnostic procedure,diap,DIAGNOSTIC PROCEDURES,901,204,225
1,entity,C0030705,Patients,podg,patients,861,237,245
2,entity,C1280412,Thick,qlco,thick,632,259,264
2,entity,C0205170,Good,qlco,well,632,330,334
3,entity,C0007457,Caucasoid Race,popg,white,719,407,412
3,entity,C0332177,Monthly (qualifier value),tmco,month,719,413,418
3,entity,C1533716,Information,idcn,information,719,428,439
4,entity,C0332173,Daily,tmco,daily,763,500,505
4,entity,C0205449,Three,qnco,three,694,521,526
6,entity,C1419054,PTBP1 gene,gngm,Ptb,623,600,603
6,entity,C3809768,IMMUNODEFICIENCY 13,dsyn,icl,623,604,607
8,entity,C0155685,Acute bacterial endocarditis,dsyn,abe,623,703,706
