Sentence ID,type,CUI,Preferred name,Semantic Type,Text,Confidence Score,First char pos,Last char pos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,entity,C0205447,One,qnco,one,1000,197,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,entity,C4082118,Two weeks,tmco,two weeks,1000,204,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,text,215,217,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,text,217,267,ASSOCIATED DIAGNOSIS : She was follow-up with Dr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,entity,C0011900,Diagnosis,diap,DIAGNOSIS,861,228,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,entity,C1522577,follow-up,hlca,follow-up,1000,248,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,text,267,276,Stable .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,text,276,340,PAST MEDICAL HISTORY : The patient was admitted to a distress .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,entity,C0262926,Medical History,fndg,PAST MEDICAL HISTORY,1000,276,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,entity,C0030705,Patients,podg,patient,1000,303,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,entity,C0231303,Distress,fndg,distress,1000,329,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,text,340,367,"His heart rate 80 , 2000 .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,entity,C0018810,heart rate,clna,heart rate,901,344,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,entity,C0470277,2000,qnco,2000,1000,360,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,text,367,407,The patient was taken to a chest pain .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,entity,C0030705,Patients,podg,patient,1000,371,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,entity,C0008031,Chest Pain,sosy,chest pain,1000,394,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,text,407,460,The patient was admitted to the Emergency Delivers .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,entity,C0030705,Patients,podg,patient,1000,411,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,text,460,491,She was discharged to a pain .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,entity,C0030193,Pain,sosy,pain,1000,484,488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,text,491,559,She was admitted to a pain the patient was proved for respirotema .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,entity,C0030193,Pain,sosy,pain,1000,513,517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,entity,C0030705,Patients,podg,patient,1000,522,529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,text,559,577,He was not done .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,entity,C1518422,Negation,ftcn,not,1000,566,569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,text,577,634,He is voliopry to have a BUN 1 and the left arthyremia .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,entity,C0205091,Left,spco,left,694,616,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,text,634,662,LABORATORY DATA ( SECONRT .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,entity,C0022877,Laboratory,"hcro,mnob",LABORATORY,888,634,644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,entity,C1511726,Data,idcn,DATA,888,645,649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,text,662,707,ADMIT DIAGNOSIS : At revealed recent wound .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,entity,C0011900,Diagnosis,diap,DIAGNOSIS,1000,668,677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,entity,C0443289,Revealed,qlco,revealed,901,683,691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,entity,C1265680,"Wound, recent",inpo,recent wound,901,692,704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,text,707,786,She was treated with Following extrate of internal draine of his on 12/21/95 .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,entity,C0231290,Status post,tmco,Following,694,728,737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,entity,C0205102,Internal,spco,internal,694,749,757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,text,786,882,He was admitted to the progressive which was then week with a chest to supper there was noted .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,entity,C0205329,Progressive,ftcn,progressive,1000,809,820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,entity,C1883708,Then,tmco,then,888,831,835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,entity,C0332174,Weekly,tmco,week,888,836,840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,entity,C0817096,Chest,blor,chest,1000,848,853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,entity,C2699739,Supper,dora,supper,1000,857,863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,text,882,922,Head and nontenting and his placement .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,entity,C0018670,Head,blor,Head,1000,882,886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,text,922,1105,"ASSOCIATED DIAGNOSIS : The patient was admitted to the Emergency Department of her requent and have a longse the patient was admitted at this postoperatively , and a renal distress .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,entity,C0011900,Diagnosis,diap,DIAGNOSIS,861,933,942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,entity,C0030705,Patients,podg,patient,1000,949,956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,entity,C1704729,Department,orgt,Department,888,987,997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,entity,C0030705,Patients,podg,patient,1000,1035,1042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,entity,C0022646,Kidney,bpoc,renal,888,1088,1093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,entity,C0231303,Distress,fndg,distress,888,1094,1102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,relation,0,0,C0022646,bpoc,,,0,,,,,,,,,,888,1088,1093,MOD/HEAD,LOCATION_OF,,1088,1102,0,0,C0231303,Distress,fndg,fndg,,,distress,,,0,888,1094,1102
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,text,1105,1170,He was developed and she developed and reflex and retractulord .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,text,1170,1215,The patient was for a bleed with a brother do,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,entity,C0030705,Patients,podg,patient,1000,1174,1181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,entity,C0019080,Hemorrhage,patf,bleed,1000,1192,1197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,entity,C0337527,Brothers,famg,brother,1000,1205,1212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,text,0,80,Test Data 011: t should arrange followup appointments with her cardiologist Dr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0022885,Laboratory Procedures,lbpr,Test,790,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C1511726,Data,idcn,Data,790,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C1522577,follow-up,hlca,followup,888,32,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0003629,Appointments,tmco,appointments,888,41,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0175906,Cardiologists,prog,cardiologist,888,63,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,text,80,133,Micheal Moresco at 724-105-6354 in one to two weeks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,entity,C0205447,One,qnco,one,1000,115,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,entity,C4082118,Two weeks,tmco,two weeks,1000,122,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,text,133,215,"She should also see Elmo Renigar , NP in the diabetes Clinic in one to two weeks.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,entity,C3839636,Diabetes clinic,"hcro,mnob",diabetes Clinic,1000,178,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,entity,C0205447,One,qnco,one,1000,197,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,entity,C4082118,Two weeks,tmco,two weeks,1000,204,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,text,215,217,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,text,217,253,He was admitted to 8 ; P. program .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,entity,C2728259,Program,"orch,phsu",program,888,243,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,text,253,437,"On Persasmenain ( 51 , you hoculasis PRELIMINARY REPORT PRINCIPAL PROCEDURES ( NOT IN Ouitse was forttrable ton and negative , the patient recessing without severe ebominal tancytem .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,entity,C0439611,Preliminary,tmco,PRELIMINARY,790,290,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,entity,C1302423,Primary procedure,ftcn,PRINCIPAL PROCEDURES,790,309,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,entity,C1518422,Negation,ftcn,NOT,1000,332,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,entity,C0040407,Tonga (Geographic Area),geoa,ton,861,361,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,entity,C0205160,Negative,fndg,negative,1000,369,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,entity,C0030705,Patients,podg,patient,694,384,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,entity,C4050466,Borg Category-Ratio 10 Perceived Exertion Score 5,inpr,severe,660,410,416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,text,437,492,Premarinal anei on 5/90 hout revealing or which none .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,entity,C0443289,Revealed,qlco,revealing,775,466,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,text,492,790,"PAST SURGITAL ( ADSOMRUIATION : Hypolitated Naborution on 2/7 , she was ulenisis sodium is the under Servide : coronary imbopulsed begres HYDRRRID 06/28/76690 ON : 08/29/94 POST : Metroin Hospital Tardared CONDITION : Stable COLDD HOSPITAL : Edmin of her home , internols , worsen , x 7:40 mg per.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,entity,C4284302,EHD1 wt Allele,gngm,PAST,694,492,496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,entity,C4517635,2.7,qnco,02-Jul,1000,550,553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,entity,C0037473,Sodium,"bacs,elii",sodium,861,573,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,entity,C0018787,Heart,bpoc,coronary,795,603,611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,entity,C0687676,Post,tmco,POST,763,665,669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,entity,C0481388,Nosocomial condition,inpo,Hospital Tardared CONDITION,847,680,707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,entity,C0019994,Hospitals,"hcro,mnob",HOSPITAL,827,723,731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,text,790,805,"Therefore , 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,text,805,873,", nega statues at the ER O. phosachlops for metarition , negative .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,entity,C0067963,N-ethylguanidinoacetate,aapp,nega,694,807,811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,entity,C0205160,Negative,fndg,negative,1000,862,870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,text,873,1105,"Unreveld course of cardiologitilo was oblited with his fungiofite , vital OLBUEY HVVOTHENOTIF IDE ( DE STCLAND a rugar and receive for radiey , recommend , postoperative the chempus there of mudirding in the right parance reports .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,entity,C0750729,Course,tmco,course,861,882,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,entity,C0328104,Leuciscus idus,fish,IDE,812,967,970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,entity,C0205090,Right,spco,right,802,1081,1086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,entity,C0684224,Report (document),inpr,reports,802,1095,1102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,text,1105,1108,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,text,1108,1119,Coumadin .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,entity,C0699129,Coumadin,"orch,phsu",Coumadin,1000,1108,1116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,text,1119,1133,He was none .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,text,1133,1215,PAST MEDICAL DIAGNOSIS : Her for information positive ce7 Geydum until to change e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,entity,C4284302,EHD1 wt Allele,gngm,PAST,901,1133,1137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,entity,C0871813,medical diagnosis,diap,MEDICAL DIAGNOSIS,901,1138,1155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,entity,C1533716,Information,idcn,information,583,1166,1177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,entity,C0439178,percent positive cells,qnco,positive,583,1178,1186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,text,0,80,Test Data 012: t should arrange followup appointments with her cardiologist Dr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0022885,Laboratory Procedures,lbpr,Test,790,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C1511726,Data,idcn,Data,790,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C1522577,follow-up,hlca,followup,888,32,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0003629,Appointments,tmco,appointments,888,41,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0175906,Cardiologists,prog,cardiologist,888,63,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,text,80,133,Micheal Moresco at 724-105-6354 in one to two weeks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,entity,C0205447,One,qnco,one,1000,115,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,entity,C4082118,Two weeks,tmco,two weeks,1000,122,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,text,133,795,"She should also see Elmo Renigar , NP in the diabetes Clinic in one to two weeks. of the palike if posiation courmed NPO , condition . cocasive : HCP and DLESTMENT ( stoma were up nocreating olabumet , which this is below housment arthary agine eadsicular in the Condition . 5. put leadt of the episomen 225 and 485 but hangefly . altermental Actentipyble however veins refulor filme Snent intact which okelicse . Consounde grapage , the inhife mconasens of biblt . By 2 left vascal Cloved and dingly and settrowally nephrink PRDREILICATE TIDERIC AL Room ) Aterizations not-teresured over 0.38 mHCI Rundroger postoperative asIJy ( 4 becache : MHSTRALEARY REF s.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,entity,C3839636,Diabetes clinic,"hcro,mnob",diabetes Clinic,1000,178,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,entity,C0205447,One,qnco,one,1000,197,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,entity,C4082118,Two weeks,tmco,two weeks,1000,204,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,entity,C0029247,Nonprofit Organizations,orgt,NPO,827,250,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,entity,C0012634,Disease,dsyn,condition,694,256,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,entity,,,gngm,HCP,1000,279,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,entity,C0012634,Disease,dsyn,Condition,861,396,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,entity,C0042449,Veins,bpoc,veins,626,497,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,entity,C0205266,Intact,qlco,intact,1000,523,529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,entity,C0205091,Left,spco,left,583,604,608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,entity,C1547703,Room,spco,Room,716,683,687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,entity,C1518422,Negation,ftcn,not,694,703,706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,entity,C4517456,0.38,qnco,0.38,660,722,726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,entity,C1425988,ALYREF gene,gngm,REF,827,788,791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,text,795,999,") Standin A weeks , and thrombpyloring his theradad of tentazithes , chief meveral distress , as 41% Oiding primarocan intact on 4/29/99 and an FFlaus on Motion , inardorma and swightPrisherret Cardidd .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,entity,C0439230,week,tmco,weeks,1000,807,812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,entity,C0231303,Distress,fndg,distress,827,878,886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,entity,C0205266,Intact,qlco,intact,1000,914,920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,entity,C0026597,Motion,npop,Motion,1000,949,955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,text,999,1002,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,text,1002,1011,proved .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,text,1011,1170,"MEDICATIONS ON ENTATIFIN 2:55 OEN NOLOCES ) / CABURadictall Lorse end EVD , drocse you monychyded went Phapared to unit of sees stwwihkur unrematly with RCEU.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,entity,C0013227,Pharmaceutical Preparations,phsu,MEDICATIONS,1000,1011,1022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,entity,C0444930,End,spco,end,645,1077,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,entity,C0439148,Unit,qnco,unit,1000,1126,1130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,entity,C0042789,Vision,orgf,sees,660,1134,1138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,text,1170,1177,in DL.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,text,1177,1215,"JEFAN , Synthrously was areund Fegring",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,text,0,32,Test Data 013: 455 stvpctkxo 0.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0022885,Laboratory Procedures,lbpr,Test,790,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C1511726,Data,idcn,Data,790,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,text,32,91,"Finally , the patient should see her cardiac surgeon , Dr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,entity,C0030705,Patients,podg,patient,1000,46,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,entity,C0586889,Cardiac surgeon,prog,cardiac surgeon,1000,69,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,text,91,143,Greg Mumbower at 282-008-4347 in four to six weeks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,entity,C0205450,Four,qnco,four,1000,124,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,entity,C0205452,Six,qnco,six,888,132,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,entity,C0439230,week,tmco,weeks,888,136,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,text,143,288,"The patient should arrange her followup appointments as indicated , and he did not the patient was transferred to the Emergency and her stable .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,entity,C0030705,Patients,podg,patient,1000,147,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,entity,C1522577,follow-up,hlca,followup,888,174,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,entity,C0003629,Appointments,tmco,appointments,888,183,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,entity,C1518422,Negation,ftcn,not,1000,222,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,entity,C0030705,Patients,podg,patient,1000,230,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,text,288,343,He had no admitted to the for the patient was supple .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,entity,C0030705,Patients,podg,patient,861,322,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,entity,C0332254,Supple,ftcn,supple,1000,334,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,text,343,441,The patient was treated with a resulter to the patient with a resulter and a surgical extremity .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,entity,C0030705,Patients,podg,patient,1000,347,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,entity,C0030705,Patients,podg,patient,1000,390,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,entity,C0543467,Operative Surgical Procedures,topp,surgical,888,420,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,entity,C0015385,Limb structure,bpoc,extremity,888,429,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,text,441,574,The patient was admitted to the Emergency and a prior to the right positive for a right left pressure 126076/80 100 mg p.o. q. day .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,entity,C0030705,Patients,podg,patient,1000,445,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
